autonum,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,appr_comm_id,appr_hh_code,appr_hh_yn,appr_hh_not,appr_hh_not_other,appr_n_accpt,appr_n_rfs,appr_rfs_rsn_1,appr_rfs_rsn_other_1,appr_rfs_rsn_2,appr_rfs_rsn_other_2,appr_rfs_rsn_3,appr_rfs_rsn_other_3,appr_rfs_rsn_4,appr_rfs_rsn_other_4,appr_rfs_rsn_5,appr_rfs_rsn_other_5,appr_rfs_rsn_6,appr_rfs_rsn_other_6,appr_rfs_rsn_7,appr_rfs_rsn_other_7,appr_rfs_rsn_8,appr_rfs_rsn_other_8,appr_rfs_rsn_9,appr_rfs_rsn_other_9,appr_rfs_rsn_10,appr_rfs_rsn_other_10
308,baseline_visit_arm_1,,,01,152,,,,5,0,,,,,,,,,,,,,,,,,,,,
309,baseline_visit_arm_1,,,01,106,,,,0,4,,,,,,,,,,,,,,,,,,,,
310,baseline_visit_arm_1,,,01,113,,,,2,2,,,,,,,,,,,,,,,,,,,,
311,baseline_visit_arm_1,,,01,139,,,,4,0,,,,,,,,,,,,,,,,,,,,
312,baseline_visit_arm_1,,,01,104,,,,1,3,,,,,,,,,,,,,,,,,,,,
313,baseline_visit_arm_1,,,01,456,,,,4,0,,,,,,,,,,,,,,,,,,,,
314,baseline_visit_arm_1,,,01,457,,,,0,1,,,,,,,,,,,,,,,,,,,,
315,baseline_visit_arm_1,,,01,450,,,,3,1,,,,,,,,,,,,,,,,,,,,
316,baseline_visit_arm_1,,,01,600,,,,4,2,,,,,,,,,,,,,,,,,,,,
317,baseline_visit_arm_1,,,01,453,,,,5,1,,,,,,,,,,,,,,,,,,,,
318,baseline_visit_arm_1,,,01,458,,,,2,4,,,,,,,,,,,,,,,,,,,,
319,baseline_visit_arm_1,,,01,455,,,,0,8,,,,,,,,,,,,,,,,,,,,
320,baseline_visit_arm_1,,,01,114,,,,1,3,,,,,,,,,,,,,,,,,,,,
321,baseline_visit_arm_1,,,01,147,,,,4,2,,,,,,,,,,,,,,,,,,,,
322,baseline_visit_arm_1,,,01,452,,,,6,0,,,,,,,,,,,,,,,,,,,,
323,baseline_visit_arm_1,,,01,700,,,,3,2,,,,,,,,,,,,,,,,,,,,
324,baseline_visit_arm_1,,,01,150,,,,5,0,,,,,,,,,,,,,,,,,,,,
326,baseline_visit_arm_1,,,01,148,,,,4,0,,,,,,,,,,,,,,,,,,,,
328,baseline_visit_arm_1,,,01,107,,,,3,2,,,,,,,,,,,,,,,,,,,,
329,baseline_visit_arm_1,,,01,137,,,,1,3,,,,,,,,,,,,,,,,,,,,
330,baseline_visit_arm_1,,,01,470,,,,1,1,,,,,,,,,,,,,,,,,,,,
331,baseline_visit_arm_1,,,01,487,,,,2,0,,,,,,,,,,,,,,,,,,,,
332,baseline_visit_arm_1,,,01,483,,,,2,0,,,,,,,,,,,,,,,,,,,,
333,baseline_visit_arm_1,,,01,463,,,,2,8,,,,,,,,,,,,,,,,,,,,
335,baseline_visit_arm_1,,,01,484,,,,0,4,,,,,,,,,,,,,,,,,,,,
336,baseline_visit_arm_1,,,01,466,,,,0,1,,,,,,,,,,,,,,,,,,,,
337,baseline_visit_arm_1,,,01,467,,,,1,2,,,,,,,,,,,,,,,,,,,,
338,baseline_visit_arm_1,,,01,465,,,,2,0,,,,,,,,,,,,,,,,,,,,
339,baseline_visit_arm_1,,,01,146,,,,3,3,,,,,,,,,,,,,,,,,,,,
340,baseline_visit_arm_1,,,01,138,,,,2,2,,,,,,,,,,,,,,,,,,,,
341,baseline_visit_arm_1,,,01,454,,,,1,0,,,,,,,,,,,,,,,,,,,,
342,baseline_visit_arm_1,,,01,469,,,,1,1,,,,,,,,,,,,,,,,,,,,
343,baseline_visit_arm_1,,,01,135,,,,0,4,,,,,,,,,,,,,,,,,,,,
344,baseline_visit_arm_1,,,01,468,,,,2,3,,,,,,,,,,,,,,,,,,,,
345,baseline_visit_arm_1,,,01,490,,,,1,0,,,,,,,,,,,,,,,,,,,,
346,baseline_visit_arm_1,,,01,133,,,,4,3,,,,,,,,,,,,,,,,,,,,
347,baseline_visit_arm_1,,,01,119,,,,0,1,,,,,,,,,,,,,,,,,,,,
348,baseline_visit_arm_1,,,01,130,,,,4,0,,,,,,,,,,,,,,,,,,,,
349,baseline_visit_arm_1,,,01,485,,,,4,0,,,,,,,,,,,,,,,,,,,,
350,baseline_visit_arm_1,,,01,131,,,,1,0,,,,,,,,,,,,,,,,,,,,
351,baseline_visit_arm_1,,,01,486,,,,1,1,,,,,,,,,,,,,,,,,,,,
352,baseline_visit_arm_1,,,01,489,,,,1,0,,,,,,,,,,,,,,,,,,,,
353,baseline_visit_arm_1,,,01,488,,,,4,1,,,,,,,,,,,,,,,,,,,,
354,baseline_visit_arm_1,,,01,472,,,,0,3,,,,,,,,,,,,,,,,,,,,
355,baseline_visit_arm_1,,,01,481,,,,4,0,,,,,,,,,,,,,,,,,,,,
356,baseline_visit_arm_1,,,01,117,,,,0,3,,,,,,,,,,,,,,,,,,,,
357,baseline_visit_arm_1,,,01,124,,,,4,1,,,,,,,,,,,,,,,,,,,,
358,baseline_visit_arm_1,,,01,120,,,,0,4,,,,,,,,,,,,,,,,,,,,
359,baseline_visit_arm_1,,,01,477,,,,3,1,,,,,,,,,,,,,,,,,,,,
360,baseline_visit_arm_1,,,01,471,,,,1,5,,,,,,,,,,,,,,,,,,,,
361,baseline_visit_arm_1,,,01,480,,,,6,0,,,,,,,,,,,,,,,,,,,,
362,baseline_visit_arm_1,,,01,132,,,,3,0,,,,,,,,,,,,,,,,,,,,
363,baseline_visit_arm_1,,,01,478,,,,3,0,,,,,,,,,,,,,,,,,,,,
364,baseline_visit_arm_1,,,01,178,,,,5,3,,,,,,,,,,,,,,,,,,,,
365,baseline_visit_arm_1,,,01,507,,,,3,0,,,,,,,,,,,,,,,,,,,,
366,baseline_visit_arm_1,,,01,512,,,,2,0,,,,,,,,,,,,,,,,,,,,
367,baseline_visit_arm_1,,,01,179,,,,2,1,,,,,,,,,,,,,,,,,,,,
368,baseline_visit_arm_1,,,01,206,,,,2,1,,,,,,,,,,,,,,,,,,,,
369,baseline_visit_arm_1,,,01,207,,,,2,3,,,,,,,,,,,,,,,,,,,,
370,baseline_visit_arm_1,,,01,219,,,,4,0,,,,,,,,,,,,,,,,,,,,
371,baseline_visit_arm_1,,,01,491,,,,0,3,,,,,,,,,,,,,,,,,,,,
372,baseline_visit_arm_1,,,01,173,,,,3,2,,,,,,,,,,,,,,,,,,,,
373,baseline_visit_arm_1,,,01,193,,,,1,0,,,,,,,,,,,,,,,,,,,,
374,baseline_visit_arm_1,,,01,197,,,,2,1,,,,,,,,,,,,,,,,,,,,
375,baseline_visit_arm_1,,,01,203,,,,1,4,,,,,,,,,,,,,,,,,,,,
376,baseline_visit_arm_1,,,01,202,,,,3,1,,,,,,,,,,,,,,,,,,,,
377,baseline_visit_arm_1,,,01,174,,,,1,0,,,,,,,,,,,,,,,,,,,,
378,baseline_visit_arm_1,,,01,192,,,,1,4,,,,,,,,,,,,,,,,,,,,
379,baseline_visit_arm_1,,,01,198,,,,5,1,,,,,,,,,,,,,,,,,,,,
380,baseline_visit_arm_1,,,01,199,,,,5,3,,,,,,,,,,,,,,,,,,,,
381,baseline_visit_arm_1,,,01,180,,,,1,2,,,,,,,,,,,,,,,,,,,,
382,baseline_visit_arm_1,,,01,183,,,,1,4,,,,,,,,,,,,,,,,,,,,
383,baseline_visit_arm_1,,,01,503,,,,1,6,,,,,,,,,,,,,,,,,,,,
384,baseline_visit_arm_1,,,01,493,,,,2,4,,,,,,,,,,,,,,,,,,,,
385,baseline_visit_arm_1,,,01,209,,,,1,2,,,,,,,,,,,,,,,,,,,,
386,baseline_visit_arm_1,,,01,511,,,,4,0,,,,,,,,,,,,,,,,,,,,
387,baseline_visit_arm_1,,,01,495,,,,3,1,,,,,,,,,,,,,,,,,,,,
388,baseline_visit_arm_1,,,01,497,,,,1,2,,,,,,,,,,,,,,,,,,,,
389,baseline_visit_arm_1,,,01,172,,,,3,0,,,,,,,,,,,,,,,,,,,,
390,baseline_visit_arm_1,,,01,181,,,,3,2,,,,,,,,,,,,,,,,,,,,
391,baseline_visit_arm_1,,,01,494,,,,1,0,,,,,,,,,,,,,,,,,,,,
392,baseline_visit_arm_1,,,01,189,,,,1,3,,,,,,,,,,,,,,,,,,,,
393,baseline_visit_arm_1,,,01,195,,,,3,4,,,,,,,,,,,,,,,,,,,,
394,baseline_visit_arm_1,,,01,182,,,,5,0,,,,,,,,,,,,,,,,,,,,
395,baseline_visit_arm_1,,,01,156,,,,2,5,,,,,,,,,,,,,,,,,,,,
396,baseline_visit_arm_1,,,01,141,,,,1,5,,,,,,,,,,,,,,,,,,,,
397,baseline_visit_arm_1,,,01,155,,,,1,2,,,,,,,,,,,,,,,,,,,,
398,baseline_visit_arm_1,,,01,210,,,,2,0,,,,,,,,,,,,,,,,,,,,
399,baseline_visit_arm_1,,,01,524,,,,1,2,,,,,,,,,,,,,,,,,,,,
400,baseline_visit_arm_1,,,01,521,,,,5,1,,,,,,,,,,,,,,,,,,,,
401,baseline_visit_arm_1,,,01,229,,,,1,4,,,,,,,,,,,,,,,,,,,,
402,baseline_visit_arm_1,,,01,520,,,,2,2,,,,,,,,,,,,,,,,,,,,
403,baseline_visit_arm_1,,,01,242,,,,2,0,,,,,,,,,,,,,,,,,,,,
404,baseline_visit_arm_1,,,01,461,,,,1,0,,,,,,,,,,,,,,,,,,,,
405,baseline_visit_arm_1,,,01,460,,,,4,0,,,,,,,,,,,,,,,,,,,,
406,baseline_visit_arm_1,,,01,227,,,,3,2,,,,,,,,,,,,,,,,,,,,
407,baseline_visit_arm_1,,,01,519,,,,5,1,,,,,,,,,,,,,,,,,,,,
408,baseline_visit_arm_1,,,01,226,,,,2,2,,,,,,,,,,,,,,,,,,,,
409,baseline_visit_arm_1,,,01,224,,,,3,3,,,,,,,,,,,,,,,,,,,,
410,baseline_visit_arm_1,,,01,230,,,,6,0,,,,,,,,,,,,,,,,,,,,
411,baseline_visit_arm_1,,,01,221,,,,1,2,,,,,,,,,,,,,,,,,,,,
412,baseline_visit_arm_1,,,01,518,,,,3,1,,,,,,,,,,,,,,,,,,,,
413,baseline_visit_arm_1,,,01,522,,,,4,1,,,,,,,,,,,,,,,,,,,,
414,baseline_visit_arm_1,,,01,509,,,,1,2,,,,,,,,,,,,,,,,,,,,
415,baseline_visit_arm_1,,,01,510,,,,3,0,,,,,,,,,,,,,,,,,,,,
416,baseline_visit_arm_1,,,01,231,,,,4,0,,,,,,,,,,,,,,,,,,,,
417,baseline_visit_arm_1,,,01,266,,,,3,0,,,,,,,,,,,,,,,,,,,,
418,baseline_visit_arm_1,,,01,265,,,,5,0,,,,,,,,,,,,,,,,,,,,
419,baseline_visit_arm_1,,,01,523,,,,4,1,,,,,,,,,,,,,,,,,,,,
420,baseline_visit_arm_1,,,01,538,,,,3,2,,,,,,,,,,,,,,,,,,,,
421,baseline_visit_arm_1,,,01,535,,,,0,4,,,,,,,,,,,,,,,,,,,,
422,baseline_visit_arm_1,,,01,528,,,,1,0,,,,,,,,,,,,,,,,,,,,
423,baseline_visit_arm_1,,,01,264,,,,1,2,,,,,,,,,,,,,,,,,,,,
424,baseline_visit_arm_1,,,01,473,,,,1,1,,,,,,,,,,,,,,,,,,,,
425,baseline_visit_arm_1,,,01,499,,,,2,1,,,,,,,,,,,,,,,,,,,,
426,baseline_visit_arm_1,,,01,527,,,,1,2,,,,,,,,,,,,,,,,,,,,
427,baseline_visit_arm_1,,,01,530,,,,1,2,,,,,,,,,,,,,,,,,,,,
428,baseline_visit_arm_1,,,01,533,,,,1,3,,,,,,,,,,,,,,,,,,,,
429,baseline_visit_arm_1,,,01,536,,,,4,0,,,,,,,,,,,,,,,,,,,,
430,baseline_visit_arm_1,,,01,526,,,,0,1,,,,,,,,,,,,,,,,,,,,
431,baseline_visit_arm_1,,,01,532,,,,0,2,,,,,,,,,,,,,,,,,,,,
432,baseline_visit_arm_1,,,01,527,,,,0,4,,,,,,,,,,,,,,,,,,,,
433,baseline_visit_arm_1,,,01,241,,,,1,2,,,,,,,,,,,,,,,,,,,,
434,baseline_visit_arm_1,,,01,205,,,,4,1,,,,,,,,,,,,,,,,,,,,
437,baseline_visit_arm_1,,,01,243,,,,1,3,,,,,,,,,,,,,,,,,,,,
438,baseline_visit_arm_1,,,01,244,,,,2,1,,,,,,,,,,,,,,,,,,,,
439,baseline_visit_arm_1,,,01,280,,,,1,1,,,,,,,,,,,,,,,,,,,,
440,baseline_visit_arm_1,,,01,279,,,,1,0,,,,,,,,,,,,,,,,,,,,
441,baseline_visit_arm_1,,,01,245,,,,4,4,,,,,,,,,,,,,,,,,,,,
442,baseline_visit_arm_1,,,01,601,,,,0,2,,,,,,,,,,,,,,,,,,,,
443,baseline_visit_arm_1,,,01,263,,,,5,0,,,,,,,,,,,,,,,,,,,,
444,baseline_visit_arm_1,,,01,257,,,,0,5,,,,,,,,,,,,,,,,,,,,
445,baseline_visit_arm_1,,,01,254,,,,0,3,,,,,,,,,,,,,,,,,,,,
446,baseline_visit_arm_1,,,01,249,,,,0,5,,,,,,,,,,,,,,,,,,,,
447,baseline_visit_arm_1,,,01,545,,,,0,1,,,,,,,,,,,,,,,,,,,,
448,baseline_visit_arm_1,,,01,259,,,,1,0,,,,,,,,,,,,,,,,,,,,
449,baseline_visit_arm_1,,,01,258,,,,2,1,,,,,,,,,,,,,,,,,,,,
450,baseline_visit_arm_1,,,01,537,,,,1,2,,,,,,,,,,,,,,,,,,,,
452,baseline_visit_arm_1,,,01,547,,,,1,2,,,,,,,,,,,,,,,,,,,,
453,baseline_visit_arm_1,,,01,548,,,,1,1,,,,,,,,,,,,,,,,,,,,
454,baseline_visit_arm_1,,,01,543,,,,3,3,,,,,,,,,,,,,,,,,,,,
455,baseline_visit_arm_1,,,01,552,,,,1,0,,,,,,,,,,,,,,,,,,,,
456,baseline_visit_arm_1,,,01,555,,,,1,2,,,,,,,,,,,,,,,,,,,,
457,baseline_visit_arm_1,,,01,568,,,,3,2,,,,,,,,,,,,,,,,,,,,
458,baseline_visit_arm_1,,,01,214,,,,4,1,,,,,,,,,,,,,,,,,,,,
459,baseline_visit_arm_1,,,01,145,,,,6,0,,,,,,,,,,,,,,,,,,,,
460,baseline_visit_arm_1,,,01,500,,,,4,0,,,,,,,,,,,,,,,,,,,,
461,baseline_visit_arm_1,,,01,306,,,,1,0,,,,,,,,,,,,,,,,,,,,
462,baseline_visit_arm_1,,,01,315,,,,1,0,,,,,,,,,,,,,,,,,,,,
463,baseline_visit_arm_1,,,01,285,,,,1,0,,,,,,,,,,,,,,,,,,,,
464,baseline_visit_arm_1,,,01,248,,,,2,0,,,,,,,,,,,,,,,,,,,,
465,baseline_visit_arm_1,,,01,312,,,,6,0,,,,,,,,,,,,,,,,,,,,
466,baseline_visit_arm_1,,,01,309,,,,0,2,,,,,,,,,,,,,,,,,,,,
467,baseline_visit_arm_1,,,01,702,,,,3,0,,,,,,,,,,,,,,,,,,,,
468,baseline_visit_arm_1,,,01,561,,,,5,0,,,,,,,,,,,,,,,,,,,,
469,baseline_visit_arm_1,,,01,549,,,,1,0,,,,,,,,,,,,,,,,,,,,
470,baseline_visit_arm_1,,,01,544,,,,4,2,,,,,,,,,,,,,,,,,,,,
471,baseline_visit_arm_1,,,01,560,,,,3,6,,,,,,,,,,,,,,,,,,,,
472,baseline_visit_arm_1,,,01,550,,,,1,3,,,,,,,,,,,,,,,,,,,,
473,baseline_visit_arm_1,,,01,554,,,,0,1,,,,,,,,,,,,,,,,,,,,
474,baseline_visit_arm_1,,,01,534,,,,1,2,,,,,,,,,,,,,,,,,,,,
475,baseline_visit_arm_1,,,01,314,,,,6,0,,,,,,,,,,,,,,,,,,,,
476,baseline_visit_arm_1,,,01,290,,,,1,3,,,,,,,,,,,,,,,,,,,,
477,baseline_visit_arm_1,,,01,292,,,,1,0,,,,,,,,,,,,,,,,,,,,
478,baseline_visit_arm_1,,,01,329,,,,2,6,,,,,,,,,,,,,,,,,,,,
479,baseline_visit_arm_1,,,01,559,,,,4,0,,,,,,,,,,,,,,,,,,,,
480,baseline_visit_arm_1,,,01,328,,,,1,1,,,,,,,,,,,,,,,,,,,,
481,baseline_visit_arm_1,,,01,187,,,,3,3,,,,,,,,,,,,,,,,,,,,
482,baseline_visit_arm_1,,,01,505,,,,2,2,,,,,,,,,,,,,,,,,,,,
483,baseline_visit_arm_1,,,01,569,1,,,4,0,,,,,,,,,,,,,,,,,,,,
484,baseline_visit_arm_1,,,01,570,1,,,1,0,,,,,,,,,,,,,,,,,,,,
486,baseline_visit_arm_1,,,01,950,,,,0,2,,,,,,,,,,,,,,,,,,,,
487,baseline_visit_arm_1,,,01,580,,,,3,1,,,,,,,,,,,,,,,,,,,,
488,baseline_visit_arm_1,,,01,515,,,,1,2,,,,,,,,,,,,,,,,,,,,
490,baseline_visit_arm_1,,,01,514,,,,3,0,,,,,,,,,,,,,,,,,,,,
491,baseline_visit_arm_1,,,01,297,,,,2,3,,,,,,,,,,,,,,,,,,,,
492,baseline_visit_arm_1,,,01,551,,,,0,6,,,,,,,,,,,,,,,,,,,,
493,baseline_visit_arm_1,,,01,159,,,,0,2,,,,,,,,,,,,,,,,,,,,
494,baseline_visit_arm_1,,,01,562,,,,0,1,,,,,,,,,,,,,,,,,,,,
495,baseline_visit_arm_1,,,01,581,,,,7,0,,,,,,,,,,,,,,,,,,,,
496,baseline_visit_arm_1,,,01,558,,,,2,0,,,,,,,,,,,,,,,,,,,,
497,baseline_visit_arm_1,,,01,578,,,,0,1,,,,,,,,,,,,,,,,,,,,
498,baseline_visit_arm_1,,,01,579,,,,3,0,,,,,,,,,,,,,,,,,,,,
499,baseline_visit_arm_1,,,01,176,,,,5,3,,,,,,,,,,,,,,,,,,,,
500,baseline_visit_arm_1,,,01,201,,,,1,4,,,,,,,,,,,,,,,,,,,,
501,baseline_visit_arm_1,,,01,331,1,,,4,7,,,,,,,,,,,,,,,,,,,,
502,baseline_visit_arm_1,,,01,574,,,,1,2,,,,,,,,,,,,,,,,,,,,
503,baseline_visit_arm_1,,,01,587,,,,1,2,,,,,,,,,,,,,,,,,,,,
504,baseline_visit_arm_1,,,01,589,,,,1,0,,,,,,,,,,,,,,,,,,,,
505,baseline_visit_arm_1,,,01,588,,,,5,2,,,,,,,,,,,,,,,,,,,,
506,baseline_visit_arm_1,,,01,584,,,,1,5,,,,,,,,,,,,,,,,,,,,
507,baseline_visit_arm_1,,,01,295,,,,0,1,,,,,,,,,,,,,,,,,,,,
508,baseline_visit_arm_1,,,01,299,,,,3,0,,,,,,,,,,,,,,,,,,,,
511,baseline_visit_arm_1,,,01,516,,,,1,0,,,,,,,,,,,,,,,,,,,,
512,baseline_visit_arm_1,,,01,106,,,,4,0,,,,,,,,,,,,,,,,,,,,
513,baseline_visit_arm_1,,,01,650,,,,2,3,,,,,,,,,,,,,,,,,,,,
514,baseline_visit_arm_1,,,01,117,,,,3,0,,,,,,,,,,,,,,,,,,,,
516,baseline_visit_arm_1,,,01,144,,,,0,1,,,,,,,,,,,,,,,,,,,,
517,baseline_visit_arm_1,,,01,459,,,,1,1,,,,,,,,,,,,,,,,,,,,
518,baseline_visit_arm_1,,,01,476,,,,1,3,,,,,,,,,,,,,,,,,,,,
519,baseline_visit_arm_1,,,01,171,,,,1,1,,,,,,,,,,,,,,,,,,,,
520,baseline_visit_arm_1,,,01,498,,,,4,0,,,,,,,,,,,,,,,,,,,,
521,baseline_visit_arm_1,,,01,501,,,,5,0,,,,,,,,,,,,,,,,,,,,
522,baseline_visit_arm_1,,,01,211,,,,2,0,,,,,,,,,,,,,,,,,,,,
523,baseline_visit_arm_1,,,01,513,,,,1,3,,,,,,,,,,,,,,,,,,,,
524,baseline_visit_arm_1,,,01,267,,,,2,3,,,,,,,,,,,,,,,,,,,,
525,baseline_visit_arm_1,,,01,134,,,,0,5,,,,,,,,,,,,,,,,,,,,
526,baseline_visit_arm_1,,,01,492,,,,0,3,,,,,,,,,,,,,,,,,,,,
527,baseline_visit_arm_1,,,01,576,,,,6,0,,,,,,,,,,,,,,,,,,,,
528,baseline_visit_arm_1,,,01,651,,,,1,0,,,,,,,,,,,,,,,,,,,,
529,baseline_visit_arm_1,,,01,135,,,,0,4,,,,,,,,,,,,,,,,,,,,
530,baseline_visit_arm_1,,,01,134,,,,0,7,,,,,,,,,,,,,,,,,,,,
531,baseline_visit_arm_1,,,01,185,,,,0,5,,,,,,,,,,,,,,,,,,,,
532,baseline_visit_arm_1,,,01,504,,,,0,5,,,,,,,,,,,,,,,,,,,,
533,baseline_visit_arm_1,,,01,525,,,,0,1,,,,,,,,,,,,,,,,,,,,
534,baseline_visit_arm_1,,,01,218,,,,5,0,,,,,,,,,,,,,,,,,,,,
535,baseline_visit_arm_1,,,01,225,,,,0,3,,,,,,,,,,,,,,,,,,,,
536,baseline_visit_arm_1,,,01,223,,,,0,1,,,,,,,,,,,,,,,,,,,,
537,baseline_visit_arm_1,,,01,235,,,,1,1,,,,,,,,,,,,,,,,,,,,
538,baseline_visit_arm_1,,,01,701,,,,0,1,,,,,,,,,,,,,,,,,,,,
539,baseline_visit_arm_1,,,01,246,,,,0,4,,,,,,,,,,,,,,,,,,,,
540,baseline_visit_arm_1,,,01,250,,,,0,1,,,,,,,,,,,,,,,,,,,,
541,baseline_visit_arm_1,,,01,652,,,,0,4,,,,,,,,,,,,,,,,,,,,
542,baseline_visit_arm_1,,,01,330,,,,0,1,,,,,,,,,,,,,,,,,,,,
543,baseline_visit_arm_1,,,01,208,,,,0,1,,,,,,,,,,,,,,,,,,,,
544,baseline_visit_arm_1,,,01,517,,,,0,3,,,,,,,,,,,,,,,,,,,,
545,baseline_visit_arm_1,,,01,601,,,,2,0,,,,,,,,,,,,,,,,,,,,
546,baseline_visit_arm_1,,,01,268,,,,3,4,,,,,,,,,,,,,,,,,,,,
547,baseline_visit_arm_1,,,01,254,,,,0,2,,,,,,,,,,,,,,,,,,,,
548,baseline_visit_arm_1,,,01,255,,,,0,1,,,,,,,,,,,,,,,,,,,,
549,baseline_visit_arm_1,,,01,256,,,,0,4,,,,,,,,,,,,,,,,,,,,
550,baseline_visit_arm_1,,,01,257,,,,0,5,,,,,,,,,,,,,,,,,,,,
551,baseline_visit_arm_1,,,01,529,,,,0,1,,,,,,,,,,,,,,,,,,,,
552,baseline_visit_arm_1,,,01,269,,,,0,8,,,,,,,,,,,,,,,,,,,,
553,baseline_visit_arm_1,,,01,577,,,,0,1,,,,,,,,,,,,,,,,,,,,
554,baseline_visit_arm_1,,,01,474,,,,0,1,,,,,,,,,,,,,,,,,,,,
555,baseline_visit_arm_1,,,01,482,,,,2,0,,,,,,,,,,,,,,,,,,,,
556,baseline_visit_arm_1,,,01,484,,,,0,1,,,,,,,,,,,,,,,,,,,,
557,baseline_visit_arm_1,,,01,464,,,,0,1,,,,,,,,,,,,,,,,,,,,
558,baseline_visit_arm_1,,,01,462,,,,0,1,,,,,,,,,,,,,,,,,,,,
559,baseline_visit_arm_1,,,01,120,,,,0,4,,,,,,,,,,,,,,,,,,,,
560,baseline_visit_arm_1,,,01,213,,,,5,0,,,,,,,,,,,,,,,,,,,,
561,baseline_visit_arm_1,,,15,102,,,,4,6,,,,,,,,,,,,,,,,,,,,
562,baseline_visit_arm_1,,,15,451,,,,4,1,,,,,,,,,,,,,,,,,,,,
563,baseline_visit_arm_1,,,15,109,,,,3,0,,,,,,,,,,,,,,,,,,,,
564,baseline_visit_arm_1,,,15,600,,,,4,0,,,,,,,,,,,,,,,,,,,,
565,baseline_visit_arm_1,,,15,101,,,,2,4,,,,,,,,,,,,,,,,,,,,
566,baseline_visit_arm_1,,,15,452,,,,1,5,,,,,,,,,,,,,,,,,,,,
567,baseline_visit_arm_1,,,15,111,,,,2,1,,,,,,,,,,,,,,,,,,,,
568,baseline_visit_arm_1,,,15,122,,,,1,4,,,,,,,,,,,,,,,,,,,,
569,baseline_visit_arm_1,,,15,450,,,,2,2,,,,,,,,,,,,,,,,,,,,
570,baseline_visit_arm_1,,,15,121,,,,2,2,,,,,,,,,,,,,,,,,,,,
571,baseline_visit_arm_1,,,15,107,,,,1,1,,,,,,,,,,,,,,,,,,,,
572,baseline_visit_arm_1,,,15,113,,,,4,2,,,,,,,,,,,,,,,,,,,,
573,baseline_visit_arm_1,,,15,112,,,,0,1,,,,,,,,,,,,,,,,,,,,
574,baseline_visit_arm_1,,,15,105,,,,2,3,,,,,,,,,,,,,,,,,,,,
575,baseline_visit_arm_1,,,15,118,,,,3,1,,,,,,,,,,,,,,,,,,,,
576,baseline_visit_arm_1,,,15,104,,,,3,0,,,,,,,,,,,,,,,,,,,,
577,baseline_visit_arm_1,,,15,114,,,,2,0,,,,,,,,,,,,,,,,,,,,
578,baseline_visit_arm_1,,,15,146,,,,4,2,,,,,,,,,,,,,,,,,,,,
579,baseline_visit_arm_1,,,15,135,,,,2,5,,,,,,,,,,,,,,,,,,,,
580,baseline_visit_arm_1,,,15,158,,,,5,0,,,,,,,,,,,,,,,,,,,,
581,baseline_visit_arm_1,,,15,103,,,,1,0,,,,,,,,,,,,,,,,,,,,
582,baseline_visit_arm_1,,,15,173,,,,2,0,,,,,,,,,,,,,,,,,,,,
583,baseline_visit_arm_1,,,15,460,,,,5,2,,,,,,,,,,,,,,,,,,,,
584,baseline_visit_arm_1,,,15,117,,,,1,2,,,,,,,,,,,,,,,,,,,,
585,baseline_visit_arm_1,,,15,141,,,,1,1,,,,,,,,,,,,,,,,,,,,
586,baseline_visit_arm_1,,,15,172,,,,1,1,,,,,,,,,,,,,,,,,,,,
587,baseline_visit_arm_1,,,15,157,,,,5,0,,,,,,,,,,,,,,,,,,,,
588,baseline_visit_arm_1,,,15,151,,,,1,3,,,,,,,,,,,,,,,,,,,,
589,baseline_visit_arm_1,,,15,134,,,,1,1,,,,,,,,,,,,,,,,,,,,
590,baseline_visit_arm_1,,,15,454,,,,2,0,,,,,,,,,,,,,,,,,,,,
591,baseline_visit_arm_1,,,15,150,,,,1,4,,,,,,,,,,,,,,,,,,,,
592,baseline_visit_arm_1,,,15,144,,,,1,2,,,,,,,,,,,,,,,,,,,,
594,baseline_visit_arm_1,,,15,119,,,,1,3,,,,,,,,,,,,,,,,,,,,
595,baseline_visit_arm_1,,,15,140,,,,2,0,,,,,,,,,,,,,,,,,,,,
596,baseline_visit_arm_1,,,15,161,,,,2,1,,,,,,,,,,,,,,,,,,,,
597,baseline_visit_arm_1,,,15,463,,,,3,0,,,,,,,,,,,,,,,,,,,,
598,baseline_visit_arm_1,,,15,131,,,,0,2,,,,,,,,,,,,,,,,,,,,
599,baseline_visit_arm_1,,,15,132,,,,0,1,,,,,,,,,,,,,,,,,,,,
600,baseline_visit_arm_1,,,15,116,,,,1,1,,,,,,,,,,,,,,,,,,,,
601,baseline_visit_arm_1,,,15,155,,,,4,1,,,,,,,,,,,,,,,,,,,,
602,baseline_visit_arm_1,,,15,160,,,,3,3,,,,,,,,,,,,,,,,,,,,
603,baseline_visit_arm_1,,,15,133,,,,1,1,,,,,,,,,,,,,,,,,,,,
604,baseline_visit_arm_1,,,15,137,,,,2,0,,,,,,,,,,,,,,,,,,,,
605,baseline_visit_arm_1,,,15,171,,,,5,0,,,,,,,,,,,,,,,,,,,,
606,baseline_visit_arm_1,,,15,453,,,,1,0,,,,,,,,,,,,,,,,,,,,
607,baseline_visit_arm_1,,,15,147,,,,4,0,,,,,,,,,,,,,,,,,,,,
608,baseline_visit_arm_1,,,15,143,,,,2,0,,,,,,,,,,,,,,,,,,,,
