LOC_DIST,test1,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,casos 2013,casos 2014,casos 2015,casos 2016,casos 2017,casos 2018,casos 2019,IPAs 2013,IPAs 2014,IPAs 2015,IPAs 2016,IPAs 2017,IPAs 2018,IPAs 2019,filtro
MAYURIAGA_MORONA,MAYURIAGA_MORONA,MAYURIAGA,MORONA,DATEM DEL MARAÑON,278,0,5,0,4,14,8,1,0,17.99,0,14.39,50.36,28.78,3.6,NO
MUSAKANDASHI_MORONA,MUSAKANDASHI_MORONA,MUSAKANDASHI,MORONA,DATEM DEL MARAÑON,40,9,21,4,1,13,9,0,225,525,100,25,325,225,0,NO
NARANJAL_MORONA,NARANJAL_MORONA,NARANJAL,MORONA,DATEM DEL MARAÑON,82,0,4,4,3,20,6,0,0,48.78,48.78,36.59,243.9,73.17,0,NO
NAZARETH_MORONA,NAZARETH_MORONA,NAZARETH,MORONA,DATEM DEL MARAÑON,203,1,4,2,3,14,21,0,4.93,19.7,9.85,14.78,68.97,103.45,0,NO
NO ES LOCALIDAD ES DISTRITO_MORONA,#N/A,NO ES LOCALIDAD ES DISTRITO,MORONA,DATEM DEL MARAÑON,,1,8,6,9,20,18,0,0,0,0,0,0,0,0,NO
NUEVA ALEGRIA_MORONA,NUEVA ALEGRIA_MORONA,NUEVA ALEGRIA,MORONA,DATEM DEL MARAÑON,136,0,4,4,0,3,8,1,0,29.41,29.41,0,22.06,58.82,7.35,NO
NUEVA ESPERANZA_MORONA,NUEVA ESPERANZA_MORONA,NUEVA ESPERANZA,MORONA,DATEM DEL MARAÑON,17,0,12,1,0,5,6,0,0,705.88,58.82,0,294.12,352.94,0,NO
NUEVO PARAGUA POZA_MORONA,NUEVO PARAGUA POZA_MORONA,NUEVO PARAGUA POZA,MORONA,DATEM DEL MARAÑON,,0,4,1,0,0,0,0,0,0,0,0,0,0,0,NO
NUEVA VIDA_MORONA,NUEVA VIDA_MORONA,NUEVA VIDA,MORONA,DATEM DEL MARAÑON,26,0,1,2,0,2,0,0,0,38.46,76.92,0,76.92,0,0,NO
NUEVO BARRANCA_MORONA,NUEVO BARRANCA_MORONA,NUEVO BARRANCA,MORONA,DATEM DEL MARAÑON,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NO
NUEVO JERUSALEM_MORONA,NUEVO JERUSALEM_MORONA,NUEVO JERUSALEM,MORONA,DATEM DEL MARAÑON,56,0,0,0,0,12,4,0,0,0,0,0,214.29,71.43,0,NO
NUEVO MILAGRO_MORONA,NUEVO MILAGRO_MORONA,NUEVO MILAGRO,MORONA,DATEM DEL MARAÑON,70,2,0,0,1,0,3,0,28.57,0,0,14.29,0,42.86,0,NO
NUEVO NAUTA_MORONA,#N/A,NUEVO NAUTA,MORONA,DATEM DEL MARAÑON,,1,2,0,0,5,2,0,0,0,0,0,0,0,0,NO
NUEVO PROGRESO_MORONA,NUEVO PROGRESO_MORONA,NUEVO PROGRESO,MORONA,DATEM DEL MARAÑON,112,0,1,1,0,10,6,12,0,8.93,8.93,0,89.29,53.57,107.14,NO
NUMPTKAIM_MORONA,NUMPTKAIM_MORONA,NUMPTKAIM,MORONA,DATEM DEL MARAÑON,93,1,0,3,0,8,13,0,10.75,0,32.26,0,86.02,139.78,0,NO
NUEVA CREACION CHAPRA_MORONA,NUEVA CREACION CHAPRA_MORONA,NUEVA CREACION CHAPRA,MORONA,DATEM DEL MARAÑON,33,5,0,4,1,0,2,0,151.52,0,121.21,30.3,0,60.61,0,NO
PALESTINA_MANSERICHE,PALESTINA_MANSERICHE,PALESTINA,MANSERICHE,DATEM DEL MARAÑON,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO
PANA POZA_MORONA,PANA POZA_MORONA,PANA POZA,MORONA,DATEM DEL MARAÑON,52,0,0,0,0,1,0,0,0,0,0,0,19.23,0,0,NO
PANGUANITA_MORONA,PANGUANITA_MORONA,PANGUANITA,MORONA,DATEM DEL MARAÑON,80,2,12,12,2,16,19,0,25,150,150,25,200,237.5,0,NO
PANINTSA_MORONA,PANINTSA_MORONA,PANINTSA,MORONA,DATEM DEL MARAÑON,224,2,6,2,3,50,13,12,8.93,26.79,8.93,13.39,223.21,58.04,53.57,NO
PARAGUA POZA_MORONA,PARAGUA POZA_MORONA,PARAGUA POZA,MORONA,DATEM DEL MARAÑON,24,0,0,0,1,0,0,0,0,0,0,41.67,0,0,0,NO
PATRIA NUEVA_MORONA,PATRIA NUEVA_MORONA,PATRIA NUEVA,MORONA,DATEM DEL MARAÑON,48,1,2,0,5,5,0,1,20.83,41.67,0,104.17,104.17,0,20.83,NO
PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL,MORONA,DATEM DEL MARAÑON,284,0,0,0,0,0,3,0,0,0,0,0,0,10.56,0,NO
PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL,MORONA,DATEM DEL MARAÑON,284,7,71,35,26,73,83,2,24.65,250,123.24,91.55,257.04,292.25,7.04,NO
PINSHACOCHA_MORONA,PINSHACOCHA_MORONA,PINSHACOCHA,MORONA,DATEM DEL MARAÑON,60,0,1,0,0,0,0,0,0,16.67,0,0,0,0,0,NO
PUERTO ALEGRIA_MORONA,PUERTO ALEGRIA_MORONA,PUERTO ALEGRIA,MORONA,DATEM DEL MARAÑON,680,1,8,22,22,14,29,1,1.47,11.76,32.35,32.35,20.59,42.65,1.47,NO
PUERTO AMERICA_MORONA,PUERTO AMERICA_MORONA,PUERTO AMERICA,MORONA,DATEM DEL MARAÑON,621,2,103,60,0,11,16,7,3.22,165.86,96.62,0,17.71,25.76,11.27,NO
PUERTO JUAN_MORONA,PUERTO JUAN_MORONA,PUERTO JUAN,MORONA,DATEM DEL MARAÑON,148,0,2,0,0,2,0,2,0,13.51,0,0,13.51,0,13.51,NO
PUERTO LIBRE_MORONA,PUERTO LIBRE_MORONA,PUERTO LIBRE,MORONA,DATEM DEL MARAÑON,69,32,19,20,2,0,2,0,463.77,275.36,289.86,28.99,0,28.99,0,NO
PUERTO LUZ_MORONA,PUERTO LUZ_MORONA,PUERTO LUZ,MORONA,DATEM DEL MARAÑON,57,0,12,5,4,3,5,0,0,210.53,87.72,70.18,52.63,87.72,0,NO
PUTUNZA_MORONA,PUTUNZA_MORONA,PUTUNZA,MORONA,DATEM DEL MARAÑON,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NO
SAN FRANCISCO_MORONA,SAN FRANCISCO_MORONA,SAN FRANCISCO,MORONA,DATEM DEL MARAÑON,95,0,0,0,2,3,0,2,0,0,0,21.05,31.58,0,21.05,NO
NUEVO SAN JUAN_MORONA,NUEVO SAN JUAN_MORONA,NUEVO SAN JUAN,MORONA,DATEM DEL MARAÑON,333,4,21,45,36,41,37,3,12.01,63.06,135.14,108.11,123.12,111.11,9.01,NO
NUEVO SAN MARTIN_MORONA,NUEVO SAN MARTIN_MORONA,NUEVO SAN MARTIN,MORONA,DATEM DEL MARAÑON,62,0,0,1,0,0,1,0,0,0,16.13,0,0,16.13,0,NO
SAN SALVADOR_MORONA,SAN SALVADOR_MORONA,SAN SALVADOR,MORONA,DATEM DEL MARAÑON,34,3,10,0,7,1,6,0,88.24,294.12,0,205.88,29.41,176.47,0,NO
SANCHEZ CERRO_MORONA,SANCHEZ CERRO_MORONA,SANCHEZ CERRO,MORONA,DATEM DEL MARAÑON,82,26,9,2,11,21,13,11,317.07,109.76,24.39,134.15,256.1,158.54,134.15,NO
SANTA CRUZ_MORONA,SANTA CRUZ_MORONA,SANTA CRUZ,MORONA,DATEM DEL MARAÑON,112,0,2,4,9,3,6,0,0,17.86,35.71,80.36,26.79,53.57,0,NO
NUEVA SANTA ROSA_MORONA,NUEVA SANTA ROSA_MORONA,NUEVA SANTA ROSA,MORONA,DATEM DEL MARAÑON,122,0,0,0,4,0,10,0,0,0,0,32.79,0,81.97,0,NO
SARGENTO PUÑO_MORONA,SARGENTO PUÑO_MORONA,SARGENTO PUÑO,MORONA,DATEM DEL MARAÑON,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NO
SARGENTO PUÑO_MORONA,SARGENTO PUÑO_MORONA,SARGENTO PUÑO,MORONA,DATEM DEL MARAÑON,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NO
SHAKAIN_MORONA,SHAKAIN_MORONA,SHAKAIN,MORONA,DATEM DEL MARAÑON,16,0,0,0,0,1,0,1,0,0,0,0,62.5,0,62.5,NO
SHAPAJA_MORONA,SHAPAJA_MORONA,SHAPAJA,MORONA,DATEM DEL MARAÑON,102,0,7,3,3,21,13,0,0,68.63,29.41,29.41,205.88,127.45,0,NO
SHINGUITO_MORONA,SHINGUITO_MORONA,SHINGUITO,MORONA,DATEM DEL MARAÑON,179,51,85,6,8,51,48,2,284.92,474.86,33.52,44.69,284.92,268.16,11.17,NO
SHINKIATAN_MORONA,SHINKIATAN_MORONA,SHINKIATAN,MORONA,DATEM DEL MARAÑON,98,0,0,0,7,2,2,0,0,0,0,71.43,20.41,20.41,0,NO
SHOROYACOCHA NUEVO_MORONA,SHOROYACOCHA NUEVO_MORONA,SHOROYACOCHA NUEVO,MORONA,DATEM DEL MARAÑON,164,30,74,20,8,24,17,2,182.93,451.22,121.95,48.78,146.34,103.66,12.2,NO
SHOROYA VIEJO_MORONA,SHOROYA VIEJO_MORONA,SHOROYA VIEJO,MORONA,DATEM DEL MARAÑON,52,24,52,7,8,15,14,0,461.54,1000,134.62,153.85,288.46,269.23,0,NO
TIERRA BLANCA_MORONA,TIERRA BLANCA_MORONA,TIERRA BLANCA,MORONA,DATEM DEL MARAÑON,24,0,0,0,3,1,0,0,0,0,0,125,41.67,0,0,NO
TIGRE YACU_MORONA,TIGRE YACU_MORONA,TIGRE YACU,MORONA,DATEM DEL MARAÑON,64,13,12,10,8,9,16,0,203.13,187.5,156.25,125,140.63,250,0,NO
TRIUNFO_MORONA,TRIUNFO_MORONA,TRIUNFO,MORONA,DATEM DEL MARAÑON,89,0,0,2,1,2,7,2,0,0,22.47,11.24,22.47,78.65,22.47,NO
TUNIME_MORONA,TUNIME_MORONA,TUNIME,MORONA,DATEM DEL MARAÑON,18,0,0,0,0,0,0,4,0,0,0,0,0,0,222.22,NO
UNANCHAY_MORONA,UNANCHAY_MORONA,UNANCHAY,MORONA,DATEM DEL MARAÑON,108,3,29,8,8,67,38,1,27.78,268.52,74.07,74.07,620.37,351.85,9.26,NO
UNION INDIGENA_MORONA,UNION INDIGENA_MORONA,UNION INDIGENA,MORONA,DATEM DEL MARAÑON,18,1,4,3,0,2,1,0,55.56,222.22,166.67,0,111.11,55.56,0,NO
UNKUM_MORONA,UNKUM_MORONA,UNKUM,MORONA,DATEM DEL MARAÑON,150,0,8,0,0,8,11,9,0,53.33,0,0,53.33,73.33,60,NO
VISTA ALEGRE_MORONA,VISTA ALEGRE_MORONA,VISTA ALEGRE,MORONA,DATEM DEL MARAÑON,43,0,1,0,2,1,1,0,0,23.26,0,46.51,23.26,23.26,0,NO
WASHIENZA_ANDOAS,WASHIENZA_ANDOAS,WASHIENZA,ANDOAS,DATEM DEL MARAÑON,607,0,0,0,0,1,0,0,0,0,0,0,1.65,0,0,NO
YAMAKAY_MORONA,YAMAKAY_MORONA,YAMAKAY,MORONA,DATEM DEL MARAÑON,131,1,2,4,2,5,6,1,7.63,15.27,30.53,15.27,38.17,45.8,7.63,NO
YANKUNTICH_MORONA,YANKUNTICH_MORONA,YANKUNTICH,MORONA,DATEM DEL MARAÑON,269,0,3,1,1,12,35,27,0,11.15,3.72,3.72,44.61,130.11,100.37,NO
YANKUNTSA_MORONA,YANKUNTSA_MORONA,YANKUNTSA,MORONA,DATEM DEL MARAÑON,51,0,2,1,0,6,1,1,0,39.22,19.61,0,117.65,19.61,19.61,NO
3 DE AGOSTO_PASTAZA,3 DE AGOSTO_PASTAZA,3 DE AGOSTO,PASTAZA,DATEM DEL MARAÑON,6,2,0,0,0,1,0,0,333.33,0,0,0,166.67,0,0,NO
AIMENTZA_PASTAZA,AIMENTZA_PASTAZA,AIMENTZA,PASTAZA,DATEM DEL MARAÑON,38,0,0,0,0,0,1,0,0,0,0,0,0,26.32,0,NO
PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARAÑON,24,0,0,21,34,15,5,0,0,0,875,1416.67,625,208.33,0,NO
ALIANZA CRISTIANA_ANDOAS,ALIANZA CRISTIANA_ANDOAS,ALIANZA CRISTIANA,ANDOAS,DATEM DEL MARAÑON,586,0,2,0,30,6,5,3,0,3.41,0,51.19,10.24,8.53,5.12,NO
ANDOAS VIEJO_ANDOAS,ANDOAS VIEJO_ANDOAS,ANDOAS VIEJO,ANDOAS,DATEM DEL MARAÑON,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NO
ANGUILLACOCHA_PASTAZA,ANGUILLACOCHA_PASTAZA,ANGUILLACOCHA,PASTAZA,DATEM DEL MARAÑON,,15,17,16,7,21,2,1,0,0,0,0,0,0,0,NO
BOBONAZO_ANDOAS,BOBONAZO_ANDOAS,BOBONAZO,ANDOAS,DATEM DEL MARAÑON,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,NO
NUEVO CAMITO_PASTAZA,NUEVO CAMITO_PASTAZA,NUEVO CAMITO,PASTAZA,DATEM DEL MARAÑON,18,35,0,0,1,1,1,1,1944.44,0,0,55.56,55.56,55.56,55.56,NO
CALIFORNIA_PASTAZA,CALIFORNIA_PASTAZA,CALIFORNIA,PASTAZA,DATEM DEL MARAÑON,64,22,22,4,10,13,2,1,343.75,343.75,62.5,156.25,203.13,31.25,15.63,NO
CAMPO VERDE_PASTAZA,CAMPO VERDE_PASTAZA,CAMPO VERDE,PASTAZA,DATEM DEL MARAÑON,102,34,67,13,54,55,7,4,333.33,656.86,127.45,529.41,539.22,68.63,39.22,NO
CAPIRONA_PASTAZA,CAPIRONA_PASTAZA,CAPIRONA,PASTAZA,DATEM DEL MARAÑON,32,0,0,0,6,1,3,0,0,0,0,187.5,31.25,93.75,0,NO
KASIMIRO_PASTAZA,KASIMIRO_PASTAZA,KASIMIRO,PASTAZA,DATEM DEL MARAÑON,33,0,0,22,52,79,23,20,0,0,666.67,1575.76,2393.94,696.97,606.06,NO
CASPA COCHA_PASTAZA,CASPA COCHA_PASTAZA,CASPA COCHA,PASTAZA,DATEM DEL MARAÑON,84,91,86,73,118,134,62,30,1083.33,1023.81,869.05,1404.76,1595.24,738.1,357.14,NO
CASPA COCHA_PASTAZA,CASPA COCHA_PASTAZA,CASPA COCHA,PASTAZA,DATEM DEL MARAÑON,84,0,0,0,1,40,19,0,0,0,0,11.9,476.19,226.19,0,NO
CHAMBIRA_PASTAZA,CHAMBIRA_PASTAZA,CHAMBIRA,PASTAZA,DATEM DEL MARAÑON,141,1,0,0,63,21,6,3,7.09,0,0,446.81,148.94,42.55,21.28,NO
CHARAPA COCHA_PASTAZA,CHARAPA COCHA_PASTAZA,CHARAPA COCHA,PASTAZA,DATEM DEL MARAÑON,41,3,39,10,0,37,22,1,73.17,951.22,243.9,0,902.44,536.59,24.39,NO
CHICLIN_PASTAZA,CHICLIN_PASTAZA,CHICLIN,PASTAZA,DATEM DEL MARAÑON,10,6,23,8,0,0,1,0,600,2300,800,0,0,100,0,NO
CHIMARA_ANDOAS,CHIMARA_ANDOAS,CHIMARA,ANDOAS,DATEM DEL MARAÑON,27,0,0,1,1,0,0,0,0,0,37.04,37.04,0,0,0,NO
CHINTO_ANDOAS,CHINTO_ANDOAS,CHINTO,ANDOAS,DATEM DEL MARAÑON,177,0,0,0,0,2,3,0,0,0,0,0,11.3,16.95,0,NO
CHUINDA COCHA_PASTAZA,CHUINDA COCHA_PASTAZA,CHUINDA COCHA,PASTAZA,DATEM DEL MARAÑON,26,23,32,24,42,51,32,11,884.62,1230.77,923.08,1615.38,1961.54,1230.77,423.08,NO
CHUINTAR_ANDOAS,CHUINTAR_ANDOAS,CHUINTAR,ANDOAS,DATEM DEL MARAÑON,276,0,0,0,0,10,12,5,0,0,0,0,36.23,43.48,18.12,NO
SHURUNTSA_PASTAZA,SHURUNTSA_PASTAZA,SHURUNTSA,PASTAZA,DATEM DEL MARAÑON,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
CHURUS_ANDOAS,CHURUS_ANDOAS,CHURUS,ANDOAS,DATEM DEL MARAÑON,82,0,0,0,0,0,1,0,0,0,0,0,0,12.2,0,NO
PURAHUA_PASTAZA,PURAHUA_PASTAZA,PURAHUA,PASTAZA,DATEM DEL MARAÑON,237,0,0,0,0,3,2,0,0,0,0,0,12.66,8.44,0,NO
DOMINGO COCHA_PASTAZA,DOMINGO COCHA_PASTAZA,DOMINGO COCHA,PASTAZA,DATEM DEL MARAÑON,20,26,61,35,2,85,99,12,1300,3050,1750,100,4250,4950,600,NO
2 DE MAYO_PASTAZA,2 DE MAYO_PASTAZA,2 DE MAYO,PASTAZA,DATEM DEL MARAÑON,3,0,0,0,0,1,0,0,0,0,0,0,333.33,0,0,NO
ES UN DISTRITO_PASTAZA,#N/A,ES UN DISTRITO,PASTAZA,DATEM DEL MARAÑON,,1,3,11,1216,124,25,0,0,0,0,0,0,0,0,NO
ESPIRITU SANTO_ANDOAS,ESPIRITU SANTO_ANDOAS,ESPIRITU SANTO,ANDOAS,DATEM DEL MARAÑON,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
ESTEBAN COCHA_PASTAZA,ESTEBAN COCHA_PASTAZA,ESTEBAN COCHA,PASTAZA,DATEM DEL MARAÑON,32,40,38,30,21,35,12,1,1250,1187.5,937.5,656.25,1093.75,375,31.25,NO
HIFCO_PASTAZA,HIFCO_PASTAZA,HIFCO,PASTAZA,DATEM DEL MARAÑON,32,31,37,32,0,61,26,4,968.75,1156.25,1000,0,1906.25,812.5,125,NO
HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA,ANDOAS,DATEM DEL MARAÑON,186,1,1,4,4,12,3,0,5.38,5.38,21.51,21.51,64.52,16.13,0,NO
HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA,PASTAZA,DATEM DEL MARAÑON,47,0,2,6,0,4,8,10,0,42.55,127.66,0,85.11,170.21,212.77,NO
HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA,PASTAZA,DATEM DEL MARAÑON,50,24,19,23,22,58,4,0,480,380,460,440,1160,80,0,NO
IWAQUICOCHA_PASTAZA,IWAQUICOCHA_PASTAZA,IWAQUICOCHA,PASTAZA,DATEM DEL MARAÑON,34,23,30,19,31,38,15,2,676.47,882.35,558.82,911.76,1117.65,441.18,58.82,NO
IKA_PASTAZA,IKA_PASTAZA,IKA,PASTAZA,DATEM DEL MARAÑON,25,0,1,15,14,31,14,2,0,40,600,560,1240,560,80,NO
KUYUNTSA_BARRANCA,KUYUNTSA_BARRANCA,KUYUNTSA,BARRANCA,DATEM DEL MARAÑON,236,0,0,0,11,16,16,0,0,0,0,46.61,67.8,67.8,0,NO
LA CURVA_PASTAZA,LA CURVA_PASTAZA,LA CURVA,PASTAZA,DATEM DEL MARAÑON,87,13,51,27,0,52,20,1,149.43,586.21,310.34,0,597.7,229.89,11.49,NO
LAGO ANATICO - PERTENECE A ANDOAS_PASTAZA,#N/A,LAGO ANATICO - PERTENECE A ANDOAS,PASTAZA,DATEM DEL MARAÑON,209,0,0,0,0,0,1,0,0,0,0,0,0,4.78,0,NO
LIMONCOCHA_PASTAZA,LIMONCOCHA_PASTAZA,LIMONCOCHA,PASTAZA,DATEM DEL MARAÑON,45,0,0,0,6,33,27,15,0,0,0,133.33,733.33,600,333.33,NO
LIMONCOCHA_PASTAZA,LIMONCOCHA_PASTAZA,LIMONCOCHA,PASTAZA,DATEM DEL MARAÑON,240,25,23,9,4,11,0,0,104.17,95.83,37.5,16.67,45.83,0,0,NO
LOBOYACU_ANDOAS,LOBOYACU_ANDOAS,LOBOYACU,ANDOAS,DATEM DEL MARAÑON,391,0,1,0,1,4,2,0,0,2.56,0,2.56,10.23,5.12,0,NO
LOS JARDINES_PASTAZA,LOS JARDINES_PASTAZA,LOS JARDINES,PASTAZA,DATEM DEL MARAÑON,339,2,0,0,62,7,0,0,5.9,0,0,182.89,20.65,0,0,NO
VIEJO MAMBOYACU_PASTAZA,VIEJO MAMBOYACU_PASTAZA,VIEJO MAMBOYACU,PASTAZA,DATEM DEL MARAÑON,54,13,8,17,0,90,24,24,240.74,148.15,314.81,0,1666.67,444.44,444.44,NO
MONTERREY_PASTAZA,MONTERREY_PASTAZA,MONTERREY,PASTAZA,DATEM DEL MARAÑON,7,0,1,0,0,0,0,0,0,142.86,0,0,0,0,0,NO
MUSAKARUSHA_PASTAZA,MUSAKARUSHA_PASTAZA,MUSAKARUSHA,PASTAZA,DATEM DEL MARAÑON,55,27,76,12,0,48,41,13,490.91,1381.82,218.18,0,872.73,745.45,236.36,NO
MUSALUCERO_PASTAZA,#N/A,MUSALUCERO,PASTAZA,DATEM DEL MARAÑON,,0,0,7,0,7,2,0,0,0,0,0,0,0,0,NO
MUSAPUA_PASTAZA,MUSAPUA_PASTAZA,MUSAPUA,PASTAZA,DATEM DEL MARAÑON,12,0,2,7,8,8,2,0,0,166.67,583.33,666.67,666.67,166.67,0,NO
MUSAKARUSHA_PASTAZA,MUSAKARUSHA_PASTAZA,MUSAKARUSHA,PASTAZA,DATEM DEL MARAÑON,,0,0,0,2,1,2,1,0,0,0,0,0,0,0,NO
NARANJAL_ANDOAS,NARANJAL_ANDOAS,NARANJAL,ANDOAS,DATEM DEL MARAÑON,150,0,3,1,2,11,5,0,0,20,6.67,13.33,73.33,33.33,0,NO
NO PERTENECE A PASTAZA_PASTAZA,#N/A,NO PERTENECE A PASTAZA,PASTAZA,DATEM DEL MARAÑON,,0,0,8,3,5,1,3,0,0,0,0,0,0,0,NO
NUEVA ALIANZA_LAGUNAS,NUEVA ALIANZA_LAGUNAS,NUEVA ALIANZA,LAGUNAS,DATEM DEL MARAÑON,154,0,0,0,0,9,17,3,0,0,0,0,58.44,110.39,19.48,NO
NUEVA AMERICA_PASTAZA,NUEVA AMERICA_PASTAZA,NUEVA AMERICA,PASTAZA,DATEM DEL MARAÑON,23,20,23,11,206,31,15,1,869.57,1000,478.26,8956.52,1347.83,652.17,43.48,NO
NUEVO JERUSALEN_PASTAZA,NUEVO JERUSALEN_PASTAZA,NUEVO JERUSALEN,PASTAZA,DATEM DEL MARAÑON,30,19,42,42,2,70,57,7,633.33,1400,1400,66.67,2333.33,1900,233.33,NO
NUEVA UNION_PASTAZA,NUEVA UNION_PASTAZA,NUEVA UNION,PASTAZA,DATEM DEL MARAÑON,73,65,98,40,0,80,52,8,890.41,1342.47,547.95,0,1095.89,712.33,109.59,NO
NUEVA VIDA_PASTAZA,NUEVA VIDA_PASTAZA,NUEVA VIDA,PASTAZA,DATEM DEL MARAÑON,40,0,0,0,12,0,1,1,0,0,0,300,0,25,25,NO
NUEVA YARINA_PASTAZA,NUEVA YARINA_PASTAZA,NUEVA YARINA,PASTAZA,DATEM DEL MARAÑON,77,102,148,131,0,349,254,55,1324.68,1922.08,1701.3,0,4532.47,3298.7,714.29,NO
NUEVA ALEGRIA_PASTAZA,NUEVA ALEGRIA_PASTAZA,NUEVA ALEGRIA,PASTAZA,DATEM DEL MARAÑON,49,54,48,28,0,51,22,3,1102.04,979.59,571.43,0,1040.82,448.98,61.22,NO
NUEVA ALIANZA_LAGUNAS,NUEVA ALIANZA_LAGUNAS,NUEVA ALIANZA,LAGUNAS,DATEM DEL MARAÑON,154,19,19,6,0,0,0,0,123.38,123.38,38.96,0,0,0,0,NO
NUEVO ANDOAS_ANDOAS,NUEVO ANDOAS_ANDOAS,NUEVO ANDOAS,ANDOAS,DATEM DEL MARAÑON,844,2,0,1,2,1,0,0,2.37,0,1.18,2.37,1.18,0,0,NO
NUEVO ANGAIZA_PASTAZA,#N/A,NUEVO ANGAIZA,PASTAZA,DATEM DEL MARAÑON,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,NO
NUEVO BELEN_PASTAZA,NUEVO BELEN_PASTAZA,NUEVO BELEN,PASTAZA,DATEM DEL MARAÑON,57,67,107,54,33,65,28,2,1175.44,1877.19,947.37,578.95,1140.35,491.23,35.09,NO
NUEVO CHIRIACO_PASTAZA,NUEVO CHIRIACO_PASTAZA,NUEVO CHIRIACO,PASTAZA,DATEM DEL MARAÑON,39,0,7,4,5,33,13,11,0,179.49,102.56,128.21,846.15,333.33,282.05,NO
NUEVO EGIPTO_PASTAZA,NUEVO EGIPTO_PASTAZA,NUEVO EGIPTO,PASTAZA,DATEM DEL MARAÑON,33,27,66,76,193,166,58,12,818.18,2000,2303.03,5848.48,5030.3,1757.58,363.64,NO
NUEVO LIMONCOCHA_PASTAZA,NUEVO LIMONCOCHA_PASTAZA,NUEVO LIMONCOCHA,PASTAZA,DATEM DEL MARAÑON,240,16,51,23,17,53,17,7,66.67,212.5,95.83,70.83,220.83,70.83,29.17,NO
NUEVO NAUTA_PASTAZA,NUEVO NAUTA_PASTAZA,NUEVO NAUTA,PASTAZA,DATEM DEL MARAÑON,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NO
NUEVO NAZARETH_PASTAZA,NUEVO NAZARETH_PASTAZA,NUEVO NAZARETH,PASTAZA,DATEM DEL MARAÑON,81,10,10,5,34,55,28,1,123.46,123.46,61.73,419.75,679.01,345.68,12.35,NO
NUEVO PERU_ANDOAS,NUEVO PERU_ANDOAS,NUEVO PERU,ANDOAS,DATEM DEL MARAÑON,284,0,0,0,0,7,1,0,0,0,0,0,24.65,3.52,0,NO
NUEVO PORVENIR_ANDOAS,NUEVO PORVENIR_ANDOAS,NUEVO PORVENIR,ANDOAS,DATEM DEL MARAÑON,,0,0,0,165,11,0,0,0,0,0,0,0,0,0,NO
NUEVO PROGRESO_PASTAZA,NUEVO PROGRESO_PASTAZA,NUEVO PROGRESO,PASTAZA,DATEM DEL MARAÑON,105,7,0,5,8,30,12,2,66.67,0,47.62,76.19,285.71,114.29,19.05,NO
PUERTO REQUENA_PASTAZA,PUERTO REQUENA_PASTAZA,PUERTO REQUENA,PASTAZA,DATEM DEL MARAÑON,22,0,11,12,13,30,18,6,0,500,545.45,590.91,1363.64,818.18,272.73,NO
NUEVA TANGAMA_PASTAZA,NUEVA TANGAMA_PASTAZA,NUEVA TANGAMA,PASTAZA,DATEM DEL MARAÑON,76,13,32,14,27,54,22,4,171.05,421.05,184.21,355.26,710.53,289.47,52.63,NO
NUEVO TOPAL_PASTAZA,NUEVO TOPAL_PASTAZA,NUEVO TOPAL,PASTAZA,DATEM DEL MARAÑON,85,1,0,0,0,0,0,0,11.76,0,0,0,0,0,0,NO
NUEVO UCAYALI_ANDOAS,NUEVO UCAYALI_ANDOAS,NUEVO UCAYALI,ANDOAS,DATEM DEL MARAÑON,84,0,0,1,3,7,2,0,0,0,11.9,35.71,83.33,23.81,0,NO
NUEVO UNGURAHUI_PASTAZA,NUEVO UNGURAHUI_PASTAZA,NUEVO UNGURAHUI,PASTAZA,DATEM DEL MARAÑON,70,0,0,0,0,1,0,8,0,0,0,0,14.29,0,114.29,NO
NUEVO UNGURAHUI_PASTAZA,NUEVO UNGURAHUI_PASTAZA,NUEVO UNGURAHUI,PASTAZA,DATEM DEL MARAÑON,89,44,80,25,0,21,10,0,494.38,898.88,280.9,0,235.96,112.36,0,NO
